source,slug,status,severity,score,summary,issues
static,alarm-habit,,Pass,90,cards=14; paragraphs=16; faq=true,
database,read-bookshelf-style-wave6,draft,Pass,90,results=16/16; avgSummary=212; thinRows=0,
database,read-bookstore-walk-wave6,draft,Pass,90,results=16/16; avgSummary=229; thinRows=0,
database,read-commute-read-wave6,draft,Pass,90,results=16/16; avgSummary=212; thinRows=0,
database,read-ebook-vs-paper-wave6,draft,Pass,90,results=16/16; avgSummary=186; thinRows=0,
database,read-essay-pick-wave6,draft,Pass,90,results=16/16; avgSummary=212; thinRows=0,
database,read-finish-rate-wave6,draft,Pass,90,results=16/16; avgSummary=229; thinRows=0,
database,read-foreign-novel-wave6,draft,Pass,90,results=16/16; avgSummary=226; thinRows=0,
database,read-genre-fiction-wave6,draft,Pass,90,results=16/16; avgSummary=226; thinRows=0,
database,read-gift-book-wave6,draft,Pass,90,results=16/16; avgSummary=226; thinRows=0,
database,read-highlight-note-wave6,draft,Pass,90,results=16/16; avgSummary=212; thinRows=0,
database,read-history-book-wave6,draft,Pass,90,results=16/16; avgSummary=251; thinRows=0,
database,read-index-card-wave6,draft,Pass,90,results=16/16; avgSummary=226; thinRows=0,
database,read-library-borrow-wave6,draft,Pass,90,results=16/16; avgSummary=212; thinRows=0,
database,read-multi-book-wave6,draft,Pass,90,results=16/16; avgSummary=229; thinRows=0,
database,read-reading-cafe-wave6,draft,Pass,90,results=16/16; avgSummary=229; thinRows=0,
database,read-recommend-book-wave6,draft,Pass,90,results=16/16; avgSummary=226; thinRows=0,
database,read-reread-fav-wave6,draft,Pass,90,results=16/16; avgSummary=258; thinRows=0,
database,read-self-help-wave6,draft,Pass,90,results=16/16; avgSummary=229; thinRows=0,
database,read-short-story-wave6,draft,Pass,90,results=16/16; avgSummary=229; thinRows=0,
database,read-used-book-wave6,draft,Pass,90,results=16/16; avgSummary=251; thinRows=0,
database,relation-awkward-silence-handling,draft,Pass,90,results=16/16; avgSummary=289; thinRows=0,
database,relation-awkward-talk-wave4,draft,Pass,90,results=16/16; avgSummary=175; thinRows=0,
database,relation-birthday-call-wave4,draft,Pass,90,results=16/16; avgSummary=174; thinRows=0,
database,relation-birthday-message-tone,draft,Pass,90,results=16/16; avgSummary=289; thinRows=0,
database,relation-borrowed-item-return,draft,Pass,90,results=16/16; avgSummary=289; thinRows=0,
database,relation-comfort-message-style,draft,Pass,90,results=16/16; avgSummary=289; thinRows=0,
database,relation-comfort-style-wave4,draft,Pass,90,results=16/16; avgSummary=167; thinRows=0,
database,relation-compliment-accept-wave4,draft,Pass,90,results=16/16; avgSummary=174; thinRows=0,
database,relation-conflict-cooldown,draft,Pass,90,results=16/16; avgSummary=283; thinRows=0,
database,relation-conflict-cooldown-wave4,draft,Pass,90,results=16/16; avgSummary=171; thinRows=0,
database,relation-first-meeting-wave4,draft,Pass,90,results=16/16; avgSummary=172; thinRows=0,
database,relation-friend-boundary-wave4,draft,Pass,90,results=16/16; avgSummary=176; thinRows=0,
database,relation-gift-card-writing,draft,Pass,90,results=16/16; avgSummary=289; thinRows=0,
database,relation-gift-reaction-wave4,draft,Pass,90,results=16/16; avgSummary=167; thinRows=0,
database,relation-group-chat-tone-wave4,draft,Pass,90,results=16/16; avgSummary=169; thinRows=0,
database,relation-inside-joke-usage,draft,Pass,90,results=16/16; avgSummary=289; thinRows=0,
database,relation-invitation-reply-wave4,draft,Pass,90,results=16/16; avgSummary=168; thinRows=0,
database,relation-invitation-response,draft,Pass,90,results=16/16; avgSummary=289; thinRows=0,
database,relation-late-reply-handling,draft,Pass,90,results=16/16; avgSummary=289; thinRows=0,
database,relation-meeting-new-friend,draft,Pass,90,results=16/16; avgSummary=286; thinRows=0,
database,relation-memory-sharing-style,draft,Pass,90,results=16/16; avgSummary=289; thinRows=0,
database,relation-name-remembering-effort,draft,Pass,90,results=16/16; avgSummary=289; thinRows=0,
database,relation-neighbor-greeting-style,draft,Pass,90,results=16/16; avgSummary=289; thinRows=0,
database,relation-neighbor-hello-wave4,draft,Pass,90,results=16/16; avgSummary=167; thinRows=0,
database,relation-old-friend-wave4,draft,Pass,90,results=16/16; avgSummary=174; thinRows=0,
database,relation-party-exit-timing,draft,Pass,90,results=16/16; avgSummary=292; thinRows=0,
database,relation-photo-share-wave4,draft,Pass,90,results=16/16; avgSummary=173; thinRows=0,
database,relation-photo-tagging-manner,draft,Pass,90,results=16/16; avgSummary=286; thinRows=0,
database,relation-promise-change-wave4,draft,Pass,90,results=16/16; avgSummary=174; thinRows=0,
database,relation-promise-time-check,draft,Pass,90,results=16/16; avgSummary=289; thinRows=0,
database,relation-relationship-distance-reset,draft,Pass,90,results=16/16; avgSummary=289; thinRows=0,
database,relation-reply-delay-wave4,draft,Pass,90,results=16/16; avgSummary=174; thinRows=0,
database,relation-reunion-prep-style,draft,Pass,90,results=16/16; avgSummary=292; thinRows=0,
database,relation-small-favor-wave4,draft,Pass,90,results=16/16; avgSummary=173; thinRows=0,
database,relation-team-lunch-talk,draft,Pass,90,results=16/16; avgSummary=289; thinRows=0,
database,relation-team-meal-wave4,draft,Pass,90,results=16/16; avgSummary=172; thinRows=0,
database,relation-thanks-depth-wave4,draft,Pass,90,results=16/16; avgSummary=174; thinRows=0,
database,relation-thanks-message-depth,draft,Pass,90,results=16/16; avgSummary=289; thinRows=0,
database,season-after-rain-wave5,draft,Pass,90,results=16/16; avgSummary=230; thinRows=0,
database,season-aprfool-joke-wave5,draft,Pass,90,results=16/16; avgSummary=212; thinRows=0,
database,season-autumn-foliage-wave5,draft,Pass,90,results=16/16; avgSummary=237; thinRows=0,
database,season-autumn-walk-wave4,draft,Pass,90,results=16/16; avgSummary=164; thinRows=0,
database,season-child-day-wave5,draft,Pass,90,results=16/16; avgSummary=184; thinRows=0,
database,season-chuseok-treat-wave5,draft,Pass,90,results=16/16; avgSummary=237; thinRows=0,
database,season-closet-shift-wave5,draft,Pass,90,results=16/16; avgSummary=230; thinRows=0,
database,season-cold-morning-wave4,draft,Pass,90,results=16/16; avgSummary=169; thinRows=0,
database,season-cold-out-wave5,draft,Pass,90,results=16/16; avgSummary=229; thinRows=0,
database,season-dust-mask-wave5,draft,Pass,90,results=16/16; avgSummary=230; thinRows=0,
database,season-flower-view-wave4,draft,Pass,90,results=16/16; avgSummary=165; thinRows=0,
database,season-full-moon-wave5,draft,Pass,90,results=16/16; avgSummary=237; thinRows=0,
database,season-halloween-dress-wave5,draft,Pass,90,results=16/16; avgSummary=230; thinRows=0,
database,season-heat-shelter-wave5,draft,Pass,90,results=16/16; avgSummary=237; thinRows=0,
database,season-holiday-reset-wave4,draft,Pass,90,results=16/16; avgSummary=164; thinRows=0,
database,season-hotbun-season-wave5,draft,Pass,90,results=16/16; avgSummary=237; thinRows=0,
database,season-monsoon-prep-wave5,draft,Pass,90,results=16/16; avgSummary=229; thinRows=0,
database,season-mosquito-block-wave5,draft,Pass,90,results=16/16; avgSummary=237; thinRows=0,
database,season-newyear-table-wave5,draft,Pass,90,results=16/16; avgSummary=165; thinRows=0,
database,season-parents-day-wave5,draft,Pass,90,results=16/16; avgSummary=166; thinRows=0,
database,season-rainy-day-wave4,draft,Pass,90,results=16/16; avgSummary=174; thinRows=0,
database,season-season-menu-wave4,draft,Pass,90,results=16/16; avgSummary=169; thinRows=0,
database,season-shaved-ice-wave5,draft,Pass,90,results=16/16; avgSummary=229; thinRows=0,
database,season-snow-plan-wave4,draft,Pass,90,results=16/16; avgSummary=171; thinRows=0,
database,season-spring-cleaning-wave4,draft,Pass,90,results=16/16; avgSummary=166; thinRows=0,
database,season-spring-new-wave5,draft,Pass,90,results=16/16; avgSummary=263; thinRows=0,
database,season-summer-beach-wave5,draft,Pass,90,results=16/16; avgSummary=229; thinRows=0,
database,season-summer-heat-wave4,draft,Pass,90,results=16/16; avgSummary=169; thinRows=0,
database,season-sun-uv-wave5,draft,Pass,90,results=16/16; avgSummary=212; thinRows=0,
database,season-sunny-picnic-wave4,draft,Pass,90,results=16/16; avgSummary=170; thinRows=0,
database,season-tea-brew-wave5,draft,Pass,90,results=16/16; avgSummary=229; thinRows=0,
database,season-winter-layering-wave4,draft,Pass,90,results=16/16; avgSummary=171; thinRows=0,
database,season-winter-ski-wave5,draft,Pass,90,results=16/16; avgSummary=229; thinRows=0,
database,season-winter-solstice-wave5,draft,Pass,90,results=16/16; avgSummary=229; thinRows=0,
database,season-xmas-tree-wave5,draft,Pass,90,results=16/16; avgSummary=165; thinRows=0,
database,season-year-end-wave5,draft,Pass,90,results=16/16; avgSummary=237; thinRows=0,
database,self-attention-reset,draft,Pass,90,results=16/16; avgSummary=285; thinRows=0,
database,self-daily-priority-one,draft,Pass,90,results=16/16; avgSummary=297; thinRows=0,
database,self-decision-fatigue-care,draft,Pass,90,results=16/16; avgSummary=291; thinRows=0,
database,self-energy-budgeting,draft,Pass,90,results=16/16; avgSummary=282; thinRows=0,
database,self-focus-break-rhythm,draft,Pass,90,results=16/16; avgSummary=291; thinRows=0,
database,self-goal-wording-style,draft,Pass,90,results=16/16; avgSummary=291; thinRows=0,
database,self-habit-tracker-use,draft,Pass,90,results=16/16; avgSummary=291; thinRows=0,
database,self-monthly-theme-setting,draft,Pass,90,results=16/16; avgSummary=291; thinRows=0,
database,self-mood-log-habit,draft,Pass,90,results=16/16; avgSummary=288; thinRows=0,
database,self-morning-first-task,draft,Pass,90,results=16/16; avgSummary=285; thinRows=0,
database,self-motivation-slump-response,draft,Pass,90,results=16/16; avgSummary=291; thinRows=0,
database,self-personal-rule-making,draft,Pass,90,results=16/16; avgSummary=297; thinRows=0,
database,self-personal-space-reset,draft,Pass,90,results=16/16; avgSummary=297; thinRows=0,
database,self-promise-to-self,draft,Pass,90,results=16/16; avgSummary=288; thinRows=0,
database,self-rest-day-planning,draft,Pass,90,results=16/16; avgSummary=288; thinRows=0,
database,self-reward-setting-style,draft,Pass,90,results=16/16; avgSummary=288; thinRows=0,
database,self-routine-minimum-line,draft,Pass,90,results=16/16; avgSummary=291; thinRows=0,
database,self-routine-restart-style,draft,Pass,90,results=16/16; avgSummary=285; thinRows=0,
database,self-schedule-buffer-making,draft,Pass,90,results=16/16; avgSummary=291; thinRows=0,
database,self-self-check-question,draft,Pass,90,results=16/16; avgSummary=291; thinRows=0,
database,self-self-feedback-tone,draft,Pass,90,results=16/16; avgSummary=294; thinRows=0,
database,self-small-win-collecting,draft,Pass,90,results=16/16; avgSummary=294; thinRows=0,
database,self-weekly-review-habit,draft,Pass,90,results=16/16; avgSummary=291; thinRows=0,
database,senior-asset-handover-wave6,draft,Pass,90,results=16/16; avgSummary=192; thinRows=0,
database,senior-balance-exercise-wave6,draft,Pass,90,results=16/16; avgSummary=191; thinRows=0,
database,senior-digital-class-wave6,draft,Pass,90,results=16/16; avgSummary=174; thinRows=0,
database,senior-doctor-trust-wave6,draft,Pass,90,results=16/16; avgSummary=175; thinRows=0,
database,senior-downsize-home-wave6,draft,Pass,90,results=16/16; avgSummary=147; thinRows=0,
database,senior-family-gather-wave6,draft,Pass,90,results=16/16; avgSummary=191; thinRows=0,
database,senior-funeral-prep-wave6,draft,Pass,90,results=16/16; avgSummary=192; thinRows=0,
database,senior-grandchild-meet-wave6,draft,Pass,90,results=16/16; avgSummary=192; thinRows=0,
database,senior-healthcare-plan-wave6,draft,Pass,90,results=16/16; avgSummary=146; thinRows=0,
database,senior-learning-senior-wave6,draft,Pass,90,results=16/16; avgSummary=192; thinRows=0,
database,senior-legacy-letter-wave6,draft,Pass,90,results=16/16; avgSummary=174; thinRows=0,
database,senior-medication-list-wave6,draft,Pass,90,results=16/16; avgSummary=174; thinRows=0,
database,senior-memory-care-wave6,draft,Pass,90,results=16/16; avgSummary=175; thinRows=0,
database,senior-new-hobby-senior-wave6,draft,Pass,90,results=16/16; avgSummary=238; thinRows=0,
database,senior-pension-check-wave6,draft,Pass,90,results=16/16; avgSummary=191; thinRows=0,
database,senior-pet-with-senior-wave6,draft,Pass,90,results=16/16; avgSummary=147; thinRows=0,
database,senior-retirement-plan-wave6,draft,Pass,90,results=16/16; avgSummary=191; thinRows=0,
database,senior-second-career-wave6,draft,Pass,90,results=16/16; avgSummary=175; thinRows=0,
database,senior-senior-club-wave6,draft,Pass,90,results=16/16; avgSummary=191; thinRows=0,
database,senior-smartphone-help-wave6,draft,Pass,90,results=16/16; avgSummary=152; thinRows=0,
database,senior-travel-after-60-wave6,draft,Pass,90,results=16/16; avgSummary=174; thinRows=0,
database,senior-volunteer-senior-wave6,draft,Pass,90,results=16/16; avgSummary=200; thinRows=0,
database,senior-walk-routine-senior-wave6,draft,Pass,90,results=16/16; avgSummary=192; thinRows=0,
database,senior-will-prepare-wave6,draft,Pass,90,results=16/16; avgSummary=191; thinRows=0,
database,senior-young-friend-wave6,draft,Pass,90,results=16/16; avgSummary=192; thinRows=0,
database,skill-adult-edu-wave5,draft,Pass,90,results=16/16; avgSummary=290; thinRows=0,
database,skill-cert-start-wave5,draft,Pass,90,results=16/16; avgSummary=248; thinRows=0,
database,skill-code-intro-wave5,draft,Pass,90,results=16/16; avgSummary=294; thinRows=0,
database,skill-debate-join-wave5,draft,Pass,90,results=16/16; avgSummary=294; thinRows=0,
database,skill-draw-class-wave5,draft,Pass,90,results=16/16; avgSummary=294; thinRows=0,
database,skill-eng-diary-wave5,draft,Pass,90,results=16/16; avgSummary=294; thinRows=0,
database,skill-eng-word-wave5,draft,Pass,90,results=16/16; avgSummary=174; thinRows=0,
database,skill-ged-prep-wave5,draft,Pass,90,results=16/16; avgSummary=290; thinRows=0,
database,skill-hanja-study-wave5,draft,Pass,90,results=16/16; avgSummary=294; thinRows=0,
database,skill-instrument-learn-wave5,draft,Pass,90,results=16/16; avgSummary=248; thinRows=0,
database,skill-interview-prep-wave5,draft,Pass,90,results=16/16; avgSummary=294; thinRows=0,
database,skill-lang-talk-wave5,draft,Pass,90,results=16/16; avgSummary=248; thinRows=0,
database,skill-library-use-wave5,draft,Pass,90,results=16/16; avgSummary=248; thinRows=0,
database,skill-listening-train-wave5,draft,Pass,90,results=16/16; avgSummary=294; thinRows=0,
database,skill-online-pay-wave5,draft,Pass,90,results=16/16; avgSummary=294; thinRows=0,
database,skill-portfolio-pack-wave5,draft,Pass,90,results=16/16; avgSummary=294; thinRows=0,
database,skill-pronounce-drill-wave5,draft,Pass,90,results=16/16; avgSummary=294; thinRows=0,
database,skill-read-challenge-wave5,draft,Pass,90,results=16/16; avgSummary=248; thinRows=0,
database,skill-resume-write-wave5,draft,Pass,90,results=16/16; avgSummary=294; thinRows=0,
database,skill-self-study-wave5,draft,Pass,90,results=16/16; avgSummary=294; thinRows=0,
database,skill-speech-drill-wave5,draft,Pass,90,results=16/16; avgSummary=294; thinRows=0,
database,skill-study-cafe-wave5,draft,Pass,90,results=16/16; avgSummary=248; thinRows=0,
database,skill-toeic-prep-wave5,draft,Pass,90,results=16/16; avgSummary=294; thinRows=0,
database,skill-tutor-class-wave5,draft,Pass,90,results=16/16; avgSummary=294; thinRows=0,
database,skill-write-class-wave5,draft,Pass,90,results=16/16; avgSummary=248; thinRows=0,
database,spend-brand-switch-wave4,draft,Pass,90,results=16/16; avgSummary=169; thinRows=0,
database,spend-bulk-buy-judgment,draft,Pass,90,results=16/16; avgSummary=289; thinRows=0,
database,spend-bulk-buy-wave4,draft,Pass,90,results=16/16; avgSummary=168; thinRows=0,
database,spend-buy-or-wait-wave4,draft,Pass,90,results=16/16; avgSummary=172; thinRows=0,
database,spend-cart-abandon-wave4,draft,Pass,90,results=16/16; avgSummary=169; thinRows=0,
database,spend-comparison-table-making,draft,Pass,90,results=16/16; avgSummary=280; thinRows=0,
database,spend-coupon-use-timing,draft,Pass,90,results=16/16; avgSummary=289; thinRows=0,
database,spend-delivery-fee-threshold,draft,Pass,90,results=16/16; avgSummary=283; thinRows=0,
database,spend-gift-budget-setting,draft,Pass,90,results=16/16; avgSummary=286; thinRows=0,
database,spend-gift-budget-wave4,draft,Pass,90,results=16/16; avgSummary=162; thinRows=0,
database,spend-impulse-buy-cooldown,draft,Pass,90,results=16/16; avgSummary=286; thinRows=0,
database,spend-limited-edition-response,draft,Pass,90,results=16/16; avgSummary=283; thinRows=0,
database,spend-limited-stock-wave4,draft,Pass,90,results=16/16; avgSummary=169; thinRows=0,
database,spend-minimal-buying-rule,draft,Pass,90,results=16/16; avgSummary=292; thinRows=0,
database,spend-offline-store-route,draft,Pass,90,results=16/16; avgSummary=295; thinRows=0,
database,spend-pay-method-wave4,draft,Pass,90,results=16/16; avgSummary=166; thinRows=0,
database,spend-payment-method-choice,draft,Pass,90,results=16/16; avgSummary=283; thinRows=0,
database,spend-personal-luxury-line,draft,Pass,90,results=16/16; avgSummary=292; thinRows=0,
database,spend-premium-choice-wave4,draft,Pass,90,results=16/16; avgSummary=172; thinRows=0,
database,spend-price-alert-setting,draft,Pass,90,results=16/16; avgSummary=286; thinRows=0,
database,spend-product-color-choice,draft,Pass,90,results=16/16; avgSummary=286; thinRows=0,
database,spend-receipt-review-wave4,draft,Pass,90,results=16/16; avgSummary=169; thinRows=0,
database,spend-refund-decision-wave4,draft,Pass,90,results=16/16; avgSummary=162; thinRows=0,
database,spend-return-decision-style,draft,Pass,90,results=16/16; avgSummary=280; thinRows=0,
database,spend-review-reading-depth,draft,Pass,90,results=16/16; avgSummary=289; thinRows=0,
database,spend-sale-scroll-wave4,draft,Pass,90,results=16/16; avgSummary=171; thinRows=0,
database,spend-sample-first-wave4,draft,Pass,90,results=16/16; avgSummary=170; thinRows=0,
database,spend-sample-test-before-buy,draft,Pass,90,results=16/16; avgSummary=295; thinRows=0,
database,spend-secondhand-chat-wave4,draft,Pass,90,results=16/16; avgSummary=167; thinRows=0,
database,spend-shopping-list-discipline,draft,Pass,90,results=16/16; avgSummary=292; thinRows=0,
database,spend-subscription-check-wave4,draft,Pass,90,results=16/16; avgSummary=163; thinRows=0,
database,spend-subscription-keep-cancel,draft,Pass,90,results=16/16; avgSummary=289; thinRows=0,
database,spend-unboxing-reaction,draft,Pass,90,results=16/16; avgSummary=283; thinRows=0,
database,spend-warranty-keeping-style,draft,Pass,90,results=16/16; avgSummary=283; thinRows=0,
database,spend-wish-list-pruning,draft,Pass,90,results=16/16; avgSummary=286; thinRows=0,
database,spend-wish-list-wave4,draft,Pass,90,results=16/16; avgSummary=168; thinRows=0,
database,sport-app-track-wave6,draft,Pass,90,results=16/16; avgSummary=249; thinRows=0,
database,sport-aqua-walk-wave6,draft,Pass,90,results=16/16; avgSummary=241; thinRows=0,
database,sport-badminton-game-wave6,draft,Pass,90,results=16/16; avgSummary=244; thinRows=0,
database,sport-basketball-pickup-wave6,draft,Pass,90,results=16/16; avgSummary=247; thinRows=0,
database,sport-bench-press-wave6,draft,Pass,90,results=16/16; avgSummary=246; thinRows=0,
database,sport-bicycle-pace-wave6,draft,Pass,90,results=16/16; avgSummary=242; thinRows=0,
database,sport-climbing-route-wave6,draft,Pass,90,results=16/16; avgSummary=244; thinRows=0,
database,sport-gear-buy-wave6,draft,Pass,90,results=16/16; avgSummary=241; thinRows=0,
database,sport-group-class-sport-wave6,draft,Pass,90,results=16/16; avgSummary=247; thinRows=0,
database,sport-gym-time-wave6,draft,Pass,90,results=16/16; avgSummary=241; thinRows=0,
database,sport-heart-rate-zone-wave6,draft,Pass,90,results=16/16; avgSummary=254; thinRows=0,
database,sport-interval-run-wave6,draft,Pass,90,results=16/16; avgSummary=241; thinRows=0,
database,sport-mountain-elevation-wave6,draft,Pass,90,results=16/16; avgSummary=241; thinRows=0,
database,sport-pilates-class-wave6,draft,Pass,90,results=16/16; avgSummary=244; thinRows=0,
database,sport-protein-shake-wave6,draft,Pass,90,results=16/16; avgSummary=242; thinRows=0,
database,sport-pt-class-wave6,draft,Pass,90,results=16/16; avgSummary=246; thinRows=0,
database,sport-pull-up-wave6,draft,Pass,90,results=16/16; avgSummary=278; thinRows=0,
database,sport-rest-day-sport-wave6,draft,Pass,90,results=16/16; avgSummary=249; thinRows=0,
database,sport-running-distance-wave6,draft,Pass,90,results=16/16; avgSummary=249; thinRows=0,
database,sport-soccer-team-wave6,draft,Pass,90,results=16/16; avgSummary=249; thinRows=0,
database,sport-squat-set-wave6,draft,Pass,90,results=16/16; avgSummary=241; thinRows=0,
database,sport-swimming-lap-wave6,draft,Pass,90,results=16/16; avgSummary=262; thinRows=0,
database,sport-tennis-match-wave6,draft,Pass,90,results=16/16; avgSummary=249; thinRows=0,
database,sport-warmup-stretch-wave6,draft,Pass,90,results=16/16; avgSummary=244; thinRows=0,
database,sport-yoga-mat-wave6,draft,Pass,90,results=16/16; avgSummary=246; thinRows=0,
database,style-accessory-pick-wave6,draft,Pass,90,results=16/16; avgSummary=166; thinRows=0,
database,style-bag-day-wave6,draft,Pass,90,results=16/16; avgSummary=173; thinRows=0,
database,style-business-casual-wave6,draft,Pass,90,results=16/16; avgSummary=148; thinRows=0,
database,style-cleaning-bag-wave6,draft,Pass,90,results=16/16; avgSummary=173; thinRows=0,
database,style-coat-layer-wave6,draft,Pass,90,results=16/16; avgSummary=166; thinRows=0,
database,style-color-base-wave6,draft,Pass,90,results=16/16; avgSummary=209; thinRows=0,
database,style-color-match-mirror-wave6,draft,Pass,90,results=16/16; avgSummary=148; thinRows=0,
database,style-donate-clothes-wave6,draft,Pass,90,results=16/16; avgSummary=209; thinRows=0,
database,style-dry-clean-wave6,draft,Pass,90,results=16/16; avgSummary=174; thinRows=0,
database,style-formal-set-wave6,draft,Pass,90,results=16/16; avgSummary=173; thinRows=0,
database,style-funeral-attire-wave6,draft,Pass,90,results=16/16; avgSummary=172; thinRows=0,
database,style-hat-pick-wave6,draft,Pass,90,results=16/16; avgSummary=175; thinRows=0,
database,style-jewelry-daily-wave6,draft,Pass,90,results=16/16; avgSummary=157; thinRows=0,
database,style-outfit-pick-am-wave6,draft,Pass,90,results=16/16; avgSummary=149; thinRows=0,
database,style-pattern-mix-wave6,draft,Pass,90,results=16/16; avgSummary=173; thinRows=0,
database,style-perfume-spot-wave6,draft,Pass,90,results=16/16; avgSummary=175; thinRows=0,
database,style-rainy-shoes-wave6,draft,Pass,90,results=16/16; avgSummary=151; thinRows=0,
database,style-repair-clothes-wave6,draft,Pass,90,results=16/16; avgSummary=200; thinRows=0,
database,style-scarf-fold-wave6,draft,Pass,90,results=16/16; avgSummary=174; thinRows=0,
database,style-seasonal-buy-wave6,draft,Pass,90,results=16/16; avgSummary=173; thinRows=0,
database,style-sneaker-pick-wave6,draft,Pass,90,results=16/16; avgSummary=174; thinRows=0,
database,style-wardrobe-rotate-wave6,draft,Pass,90,results=16/16; avgSummary=172; thinRows=0,
database,style-watch-pick-wave6,draft,Pass,90,results=16/16; avgSummary=172; thinRows=0,
database,style-wedding-guest-wave6,draft,Pass,90,results=16/16; avgSummary=157; thinRows=0,
database,style-weekend-comfort-wave6,draft,Pass,90,results=16/16; avgSummary=157; thinRows=0,
database,tech-ai-assistant-wave5,draft,Pass,90,results=16/16; avgSummary=164; thinRows=0,
database,tech-autocomplete-wave5,draft,Pass,90,results=16/16; avgSummary=156; thinRows=0,
database,tech-bg-app-wave5,draft,Pass,90,results=16/16; avgSummary=156; thinRows=0,
database,tech-card-register-wave5,draft,Pass,90,results=16/16; avgSummary=160; thinRows=0,
database,tech-clipboard-use-wave5,draft,Pass,90,results=16/16; avgSummary=156; thinRows=0,
database,tech-digital-id-wave5,draft,Pass,90,results=16/16; avgSummary=156; thinRows=0,
database,tech-digital-minimal-wave5,draft,Pass,90,results=16/16; avgSummary=156; thinRows=0,
database,tech-email-reply-wave5,draft,Pass,90,results=16/16; avgSummary=158; thinRows=0,
database,tech-emoji-use-wave5,draft,Pass,90,results=16/16; avgSummary=154; thinRows=0,
database,tech-family-calendar-wave5,draft,Pass,90,results=16/16; avgSummary=154; thinRows=0,
database,tech-folder-color-wave5,draft,Pass,90,results=16/16; avgSummary=156; thinRows=0,
database,tech-location-share-wave5,draft,Pass,90,results=16/16; avgSummary=152; thinRows=0,
database,tech-multi-device-wave5,draft,Pass,90,results=16/16; avgSummary=162; thinRows=0,
database,tech-music-mode-wave5,draft,Pass,90,results=16/16; avgSummary=158; thinRows=0,
database,tech-night-mode-wave5,draft,Pass,90,results=16/16; avgSummary=158; thinRows=0,
database,tech-note-app-wave5,draft,Pass,90,results=16/16; avgSummary=156; thinRows=0,
database,tech-ott-watch-wave5,draft,Pass,90,results=16/16; avgSummary=160; thinRows=0,
database,tech-qr-pay-wave5,draft,Pass,90,results=16/16; avgSummary=158; thinRows=0,
database,tech-security-alert-wave5,draft,Pass,90,results=16/16; avgSummary=158; thinRows=0,
database,tech-shortcut-key-wave5,draft,Pass,90,results=16/16; avgSummary=154; thinRows=0,
database,tech-video-call-wave5,draft,Pass,90,results=16/16; avgSummary=156; thinRows=0,
database,tech-voice-memo-wave5,draft,Pass,90,results=16/16; avgSummary=156; thinRows=0,
database,tech-watch-notify-wave5,draft,Pass,90,results=16/16; avgSummary=158; thinRows=0,
database,tech-widget-layout-wave5,draft,Pass,90,results=16/16; avgSummary=152; thinRows=0,
database,tech-wifi-manage-wave5,draft,Pass,90,results=16/16; avgSummary=156; thinRows=0,
database,travel-airport-dutyfree-route,draft,Pass,90,results=16/16; avgSummary=286; thinRows=0,
database,travel-airport-time-wave4,draft,Pass,90,results=16/16; avgSummary=169; thinRows=0,
database,travel-checklist-use-wave4,draft,Pass,90,results=16/16; avgSummary=168; thinRows=0,
database,travel-hotel-check-wave4,draft,Pass,90,results=16/16; avgSummary=162; thinRows=0,
database,travel-hotel-room-settling,draft,Pass,90,results=16/16; avgSummary=295; thinRows=0,
database,travel-itinerary-change-response,draft,Pass,90,results=16/16; avgSummary=289; thinRows=0,
database,travel-itinerary-gap-wave4,draft,Pass,90,results=16/16; avgSummary=162; thinRows=0,
database,travel-local-food-wave4,draft,Pass,90,results=16/16; avgSummary=168; thinRows=0,
database,travel-local-market-browsing,draft,Pass,90,results=16/16; avgSummary=292; thinRows=0,
database,travel-local-transport-choice,draft,Pass,90,results=16/16; avgSummary=286; thinRows=0,
database,travel-lost-route-wave4,draft,Pass,90,results=16/16; avgSummary=166; thinRows=0,
database,travel-luggage-weight-check,draft,Pass,90,results=16/16; avgSummary=292; thinRows=0,
database,travel-map-route-wave4,draft,Pass,90,results=16/16; avgSummary=163; thinRows=0,
database,travel-morning-tour-wave4,draft,Pass,90,results=16/16; avgSummary=162; thinRows=0,
database,travel-museum-audio-guide,draft,Pass,90,results=16/16; avgSummary=295; thinRows=0,
database,travel-museum-or-cafe-wave4,draft,Pass,90,results=16/16; avgSummary=172; thinRows=0,
database,travel-next-trip-wave4,draft,Pass,90,results=16/16; avgSummary=168; thinRows=0,
database,travel-night-market-wave4,draft,Pass,90,results=16/16; avgSummary=165; thinRows=0,
database,travel-packing-order-wave4,draft,Pass,90,results=16/16; avgSummary=167; thinRows=0,
database,travel-passport-copy-habit,draft,Pass,90,results=16/16; avgSummary=286; thinRows=0,
database,travel-photo-spot-wave4,draft,Pass,90,results=16/16; avgSummary=169; thinRows=0,
database,travel-post-trip-organizing,draft,Pass,90,results=16/16; avgSummary=286; thinRows=0,
database,travel-rain-plan-wave4,draft,Pass,90,results=16/16; avgSummary=166; thinRows=0,
database,travel-rainy-trip-response,draft,Pass,90,results=16/16; avgSummary=295; thinRows=0,
database,travel-restaurant-waiting-choice,draft,Pass,90,results=16/16; avgSummary=286; thinRows=0,
database,travel-return-unpack-wave4,draft,Pass,90,results=16/16; avgSummary=167; thinRows=0,
database,travel-seat-upgrade-decision,draft,Pass,90,results=16/16; avgSummary=298; thinRows=0,
database,travel-souvenir-choice-style,draft,Pass,90,results=16/16; avgSummary=280; thinRows=0,
